Code,Area,Year ending Mar 2017,Year ending Jun 2017,Year ending Sep 2017,Year ending Dec 2017,count,avg2017
E01002672,Hounslow 020D,296764,292864,310100,306750,2,603239
E01002673,Hounslow 020E,,,,,4,0
E01002674,Hounslow 012D,462153,489857,463292,495564,4,477716.5
E01002675,Hounslow 009A,440154,428392,427833,456344,3,584241
E01002676,Hounslow 012E,675000,632115,598393,598708,4,626054
E01002677,Hounslow 015E,457685,422436,410620,401151,4,422973
E01002678,Hounslow 009B,568338,550173,477842,536200,4,533138.25
E01002679,Hounslow 009C,503907,491347,470926,505065,4,492811.25
E01002680,Hounslow 009D,469342,542468,508369,569286,3,696488.3333
E01002681,Hounslow 014C,356588,355098,405973,403382,4,380260.25
E01002682,Hounslow 014D,399547,407359,413445,439537,4,414972
E01002683,Hounslow 014E,437118,433076,426704,429851,4,431687.25
E01002684,Hounslow 006D,446370,427127,457627,551339,4,470615.75
E01002686,Hounslow 006E,454656,429656,472958,474000,4,457817.5
E01002687,Hounslow 029A,875686,993453,1109164,1097349,4,1018913
E01002689,Hounslow 007E,1149211,1148132,1081735,962875,3,1447317.667
E01002690,Hounslow 007F,1157727,955700,998000,1285250,4,1099169.25
E01002691,Hounslow 029B,851292,883525,848865,815017,2,1699349.5
E01002692,Hounslow 029C,738236,875516,914050,1020978,4,887195
E01002693,Hounslow 029D,1017183,975700,958742,937879,4,972376
E01032573,Hounslow 029E,927429,936425,791000,791731,4,861646.25
E01033000,Hounslow 025F,,322929,310917,310917,4,236190.75
E01033030,Hounslow 025G,216475,221595,240807,238793,4,229417.5
E01033081,Hounslow 003F,449853,462203,445350,464758,4,455541
E01033082,Hounslow 003G,419240,407718,391262,374746,4,398241.5
E01033083,Hounslow 018F,281571,259979,301080,293870,4,284125
E01033084,Hounslow 018G,274000,,,,2,137000
E01002694,Islington 019A,428750,528333,723214,,4,420074.25
E01002695,Islington 021A,717500,692444,595200,607000,4,653036
E01002696,Islington 020A,1122647,1220132,1164463,1126869,4,1158527.75
E01002697,Islington 019B,615667,652000,,,4,316916.75
E01002698,Islington 017A,737896,948045,1121355,1077718,4,971253.5
E01002699,Islington 017B,1276500,1255357,1197222,1110000,4,1209769.75
E01002700,Islington 017C,1658961,1819370,1745278,1541034,4,1691160.75
E01002701,Islington 023A,,,827500,695833,3,507777.6667
E01002702,Islington 023B,,,,,4,0
E01002703,Islington 023C,603730,644520,652302,675222,4,643943.5
E01002704,Islington 023D,715809,650988,751512,761579,4,719972
E01002706,Islington 023E,862705,867064,860294,858000,4,862015.75
E01002707,Islington 022B,736133,695188,714792,698409,4,711130.5
E01002708,Islington 015A,645182,643143,561750,523250,4,593331.25
E01002709,Islington 019C,531400,517000,449443,472344,4,492546.75
E01002710,Islington 019D,,,,,4,0
E01002711,Islington 021B,711375,745580,747598,825681,4,757558.5
E01002712,Islington 015B,815909,755006,797944,745563,4,778605.5
E01002713,Islington 015C,510000,526429,530833,424167,4,497857.25
E01002714,Islington 017D,952761,948283,902444,764429,4,891979.25
E01002715,Islington 019E,,600611,614125,649000,4,465934
E01002716,Islington 014A,519667,557338,576729,569169,4,555725.75
E01002717,Islington 016A,1042000,960727,1272846,1250010,4,1131395.75
E01002718,Islington 014B,774646,853211,962478,1030803,4,905284.5
E01002719,Islington 016B,828275,1088603,1361416,1496796,4,1193772.5
E01002720,Islington 016C,464412,358533,323450,415323,4,390429.5
E01002721,Islington 014C,828219,872115,922298,827768,4,862600
E01002722,Islington 018A,912500,879100,892167,956317,4,910021
E01002723,Islington 022C,636567,787081,821020,765529,3,1003399
E01002724,Islington 022D,1105587,1106523,1152684,1020335,4,1096282.25
E01002725,Islington 022E,890400,,,,4,222600
E01002726,Islington 022F,925500,885750,793507,709800,4,828639.25
E01002727,Islington 021C,862207,967554,990442,921000,4,935300.75
E01002728,Islington 021D,639500,,691700,,4,332800
E01002729,Islington 021E,1214000,1126425,1068950,1119393,4,1132192
E01002730,Islington 007A,623200,675375,634375,693613,4,656640.75
E01002731,Islington 007B,553208,559875,537258,583433,4,558443.5
E01002732,Islington 005A,588339,595119,495992,487658,4,541777
E01002733,Islington 007C,533247,532795,551143,536179,4,538341
E01002734,Islington 005B,500000,500000,418400,,4,354600
E01002735,Islington 003A,618209,619638,542919,515122,4,573972
E01002736,Islington 005C,,434708,467333,458800,4,340210.25
E01002737,Islington 005D,419150,434542,444917,519200,4,454452.25
E01002738,Islington 009A,893357,1031853,1010500,976286,4,977999
E01002739,Islington 013A,710879,733543,738844,762908,4,736543.5
E01002740,Islington 013B,1211857,1292111,1258520,1347249,4,1277434.25
E01002741,Islington 009B,545577,602154,627350,622938,4,599504.75
E01002742,Islington 006A,862072,952065,945820,918842,4,919699.75
E01002743,Islington 009C,753650,704389,663253,769924,4,722804
E01002744,Islington 009D,683228,730353,745240,713000,4,717955.25
E01002745,Islington 013C,1037116,1049561,984141,727563,4,949595.25
E01002747,Islington 006B,1010282,1003017,889308,890836,4,948360.75
E01002748,Islington 006C,835000,780000,881875,906800,4,850918.75
E01002749,Islington 006D,555031,857857,699696,621650,4,683558.5
E01002751,Islington 005E,584356,573071,430300,,4,396931.75
E01002752,Islington 009E,840556,837000,731333,823833,4,808180.5
E01002753,Islington 002A,568750,572813,622143,,4,440926.5
E01002754,Islington 002B,,,890000,1283917,2,1086958.5
E01002755,Islington 001A,,,464400,498375,4,240693.75
E01002756,Islington 001B,461286,419833,672900,705000,0,#DIV/0!
E01002757,Islington 002C,722857,744000,659714,688286,0,#DIV/0!
E01002758,Islington 001C,,372980,312980,330817,4,254194.25
E01002759,Islington 002D,846154,919667,909643,838533,4,878499.25
E01002760,Islington 002E,411150,444854,477061,493964,4,456757.25
E01002762,Islington 011C,737283,741006,689050,839167,4,751626.5
E01002763,Islington 007D,443521,459108,436341,425508,4,441119.5
E01002764,Islington 010A,,589042,681743,704743,4,493882
E01002765,Islington 015D,446475,599371,672463,536494,4,563700.75
E01002766,Islington 015E,392481,465399,472099,466132,4,449027.75
E01002767,Islington 011D,571154,461344,476806,477477,4,496695.25
E01002768,Islington 004A,505444,576727,582143,562250,4,556641
E01002769,Islington 008A,965143,1151940,1168606,1160616,0,#DIV/0!
E01002770,Islington 004B,585644,555435,616339,776346,1,2533764
E01002771,Islington 004C,625650,599142,618308,,4,460775
E01002772,Islington 002F,485347,480938,461469,455254,2,941504
E01002773,Islington 004D,500929,517653,,,4,254645.5
E01002774,Islington 004E,554656,580824,531900,536346,4,550931.5
E01002775,Islington 014D,674100,720008,716385,691385,4,700469.5
E01002776,Islington 014E,535658,536667,674800,660646,4,601942.75
E01002777,Islington 012A,649375,605058,628572,644721,4,631931.5
E01002778,Islington 012B,473250,464722,518250,458273,4,478623.75
E01002779,Islington 012C,662349,699383,774652,705063,4,710361.75
E01002780,Islington 014F,775534,641224,706191,656364,4,694828.25
E01002781,Islington 012D,382000,382000,362929,417214,4,386035.75
E01002782,Islington 012E,,414000,,610333,4,256083.25
E01002783,Islington 010B,410333,410731,410938,439167,4,417792.25
E01002784,Islington 010C,476300,513429,508056,524063,4,505462
E01002785,Islington 008B,1408167,1293719,1170344,1081147,0,#DIV/0!
E01002786,Islington 010D,636553,687112,662367,483250,4,617320.5
E01002787,Islington 010E,560000,554688,562958,560458,0,#DIV/0!
E01002788,Islington 008C,737409,746000,819643,591567,4,723654.75
E01002789,Islington 008D,1093111,1119333,1243308,1142688,4,1149610
E01002790,Islington 016D,606060,552550,,593600,4,438052.5
E01002791,Islington 016E,919478,901109,1002557,1049882,4,968256.5
E01002792,Islington 017E,916944,862903,803872,818900,1,3402619
E01002793,Islington 016F,552000,921379,777721,761810,4,753227.5
E01002794,Islington 020B,1048500,1188833,1239107,1393889,3,1623443
E01002795,Islington 013D,917278,916179,915958,1084893,0,#DIV/0!
E01002796,Islington 013E,814125,760500,690000,602333,0,#DIV/0!
E01002797,Islington 018B,543400,511125,475167,484696,4,503597
E01002798,Islington 018C,918865,810375,877464,931860,4,884641
E01002799,Islington 018D,655500,683063,693688,699500,4,682937.75
E01002800,Islington 018E,581966,574382,590162,565960,4,578117.5
E01002801,Islington 020C,1163889,1297930,1743684,1881188,4,1521672.75
E01002802,Islington 020D,1313856,1214149,1166466,1149020,4,1210872.75
E01002803,Islington 020E,1030579,1259028,1206917,966634,4,1115789.5
E01002804,Islington 001D,492778,501250,559122,580299,4,533362.25
E01002805,Islington 003B,557444,547018,563361,527219,4,548760.5
E01002806,Islington 003C,747587,763463,747612,836684,4,773836.5
E01002807,Islington 001E,409145,395938,441222,482100,4,432101.25
E01002808,Islington 003D,504925,518395,509472,506375,4,509791.75
E01002809,Islington 003E,607089,628956,570125,605045,4,602803.75
E01002810,Islington 003F,675294,617563,642498,479636,4,603747.75
E01002811,Islington 001F,697938,,596638,626638,4,480303.5
E01033486,Islington 011E,602000,670333,677842,,4,487543.75
E01033487,Islington 011F,504723,464171,447012,440164,4,464017.5
E01033488,Islington 011G,528216,532112,,488000,4,387082
E01033489,Islington 022G,907468,1015845,1063492,1080764,4,1016892.25
E01033490,Islington 022H,1182611,1106056,926318,875278,4,1022565.75
E01033491,Islington 011H,534014,484850,547943,529109,4,523979
E01033492,Islington 011I,405724,397998,391450,408552,4,400931
E01033493,Islington 006F,559106,551558,545340,566240,0,#DIV/0!
E01033494,Islington 006G,799833,883467,1078697,1003039,3,1255012
E01002812,Kensington and Chelsea 013A,1820723,1829375,1507786,1590540,4,1687106
E01002813,Kensington and Chelsea 011A,2209618,2421457,2654442,2909478,0,#DIV/0!
E01002814,Kensington and Chelsea 015A,1777545,2109476,2150178,1865830,4,1975757.25
E01002815,Kensington and Chelsea 011B,1375581,1112330,1128462,1048938,4,1166327.75
E01002816,Kensington and Chelsea 011C,2426180,2514160,2476904,2098969,4,2379053.25
E01002817,Kensington and Chelsea 011D,2223260,2267684,2468951,2496593,4,2364122
E01002818,Kensington and Chelsea 012A,5708667,5185556,4101554,2917449,4,4478306.5
E01002819,Kensington and Chelsea 012B,5035939,4130912,4458578,3519420,4,4286212.25
E01002820,Kensington and Chelsea 016A,1779333,1759667,1751667,1736667,4,1756833.5
E01002821,Kensington and Chelsea 014A,4965321,4551917,3789447,3244524,4,4137802.25
E01002822,Kensington and Chelsea 016B,2244467,2295467,2378132,2656026,4,2393523
E01002823,Kensington and Chelsea 014B,5931250,5185000,4731667,3080000,4,4731979.25
E01002824,Kensington and Chelsea 008A,4248929,3063000,3735405,3350472,4,3599451.5
E01002825,Kensington and Chelsea 008B,2018125,2736000,2369825,5117776,4,3060431.5
E01002826,Kensington and Chelsea 008C,1625520,2176065,2234881,1889150,4,1981404
E01002827,Kensington and Chelsea 008D,1894531,2451087,2470870,2438100,4,2313647
E01002828,Kensington and Chelsea 008E,2168000,2724207,3150295,2598153,4,2660163.75
E01002829,Kensington and Chelsea 004A,1251583,1174214,1083688,1083688,4,1148293.25
E01002830,Kensington and Chelsea 004B,1329508,1350308,923008,856090,4,1114728.5
E01002831,Kensington and Chelsea 004C,580100,1054393,1012647,1376333,4,1005868.25
E01002832,Kensington and Chelsea 004D,1353925,1113210,1168513,823400,4,1114762
E01002833,Kensington and Chelsea 007A,2055545,2671538,2505357,2877273,4,2527428.25
E01002834,Kensington and Chelsea 013B,1794100,2025962,2001875,1606000,4,1856984.25
E01002835,Kensington and Chelsea 016C,2622154,2740544,2705722,2083545,4,2537991.25
E01002836,Kensington and Chelsea 016D,1807452,1952142,1821278,1610305,4,1797794.25
E01002837,Kensington and Chelsea 016E,2287256,2535628,2877878,2391786,4,2523137
E01002838,Kensington and Chelsea 020A,2101654,1977615,1685286,1405833,4,1792597
E01002839,Kensington and Chelsea 013C,1147850,1225961,1094142,864980,4,1083233.25
E01002840,Kensington and Chelsea 021A,587000,587000,,,4,293500
E01002841,Kensington and Chelsea 021B,833333,1373333,1520556,1472342,4,1299891
E01002842,Kensington and Chelsea 021C,,,,,4,0
E01002843,Kensington and Chelsea 021D,,,,,4,0
E01002844,Kensington and Chelsea 019A,3223800,3077545,2809091,2102059,4,2803123.75
E01002845,Kensington and Chelsea 019B,1376431,1092400,1327567,1089000,4,1221349.5
E01002846,Kensington and Chelsea 017A,931719,907237,874889,776468,4,872578.25
E01002847,Kensington and Chelsea 015B,931520,919820,896478,961063,4,927220.25
E01002848,Kensington and Chelsea 015C,901721,988776,907453,812908,4,902714.5
E01002849,Kensington and Chelsea 017B,948591,999808,1171633,1208357,4,1082097.25
E01002850,Kensington and Chelsea 013D,1377778,1623182,1561250,1482727,4,1511234.25
E01002851,Kensington and Chelsea 015D,978500,834000,891600,825500,4,882400
E01002852,Kensington and Chelsea 001A,532179,579625,561921,523192,4,549229.25
E01002853,Kensington and Chelsea 001B,834732,951395,956304,1036136,4,944641.75
E01002854,Kensington and Chelsea 001C,,,,,4,0
E01002855,Kensington and Chelsea 001D,1273000,,,,4,318250
E01002856,Kensington and Chelsea 004E,806374,735393,1022227,1078591,4,910646.25
E01002857,Kensington and Chelsea 001E,,482000,506000,,4,247000
E01002858,Kensington and Chelsea 014C,921250,924000,993214,1076923,4,978846.75
E01002859,Kensington and Chelsea 012C,2570691,2600839,2316688,2521063,4,2502320.25
E01002860,Kensington and Chelsea 012D,2330180,2462851,2436041,2674835,4,2475976.75
E01002861,Kensington and Chelsea 014D,1674000,1665000,1792045,1906885,4,1759482.5
E01002862,Kensington and Chelsea 014E,554125,579222,614818,727688,4,618963.25
E01002863,Kensington and Chelsea 012E,5557740,4545268,4684243,4728782,4,4879008.25
E01002864,Kensington and Chelsea 009A,3076076,3264204,3323231,1986000,4,2912377.75
E01002865,Kensington and Chelsea 011E,2357689,6146808,5889990,6117083,4,5127892.5
E01002866,Kensington and Chelsea 009B,1224833,1158088,680467,681692,4,936270
E01002867,Kensington and Chelsea 009C,843353,854842,952833,1029038,3,1226688.667
E01002868,Kensington and Chelsea 009D,3528444,2694571,2703350,2891222,4,2954396.75
E01002869,Kensington and Chelsea 009E,1320578,1270129,1373952,1054299,4,1254739.5
E01002870,Kensington and Chelsea 005A,,,,,4,0
E01002871,Kensington and Chelsea 007B,2860063,3124067,3116651,3570541,4,3167830.5
E01002872,Kensington and Chelsea 005B,,,,,4,0
E01002873,Kensington and Chelsea 007C,1872163,1410692,1373429,1621169,4,1569363.25
E01002874,Kensington and Chelsea 007D,2567500,2976563,1524313,768994,2,3918685
E01002875,Kensington and Chelsea 007E,3704778,3399546,4204649,3728884,4,3759464.25
E01002876,Kensington and Chelsea 003A,1331825,1540143,1418278,1545944,4,1459047.5
E01002877,Kensington and Chelsea 003B,671714,,,,4,167928.5
E01002878,Kensington and Chelsea 003C,1292563,1216091,1127842,759381,4,1098969.25
E01002879,Kensington and Chelsea 005C,,566999,518743,555619,4,410340.25
E01002880,Kensington and Chelsea 005D,,,,,4,0
E01002881,Kensington and Chelsea 005E,,,,,4,0
E01002882,Kensington and Chelsea 006A,2543333,2408500,2493500,2589091,4,2508606
E01002883,Kensington and Chelsea 006B,2812500,2609052,2260036,2165643,4,2461807.75
E01002884,Kensington and Chelsea 006C,1458346,1386237,1400458,1408000,4,1413260.25
E01002885,Kensington and Chelsea 006D,1110439,1025775,1004668,1041449,4,1045582.75
E01002886,Kensington and Chelsea 006E,1565660,1468566,1528433,1897038,3,2153232.333
E01002887,Kensington and Chelsea 010A,1825417,2003846,1668368,1518681,4,1754078
E01002888,Kensington and Chelsea 013E,1140533,1270625,1337321,1416724,4,1291300.75
E01002889,Kensington and Chelsea 010B,1634889,1663490,2218222,2547543,4,2016036
E01002890,Kensington and Chelsea 010C,4779786,5156765,5322250,4245071,4,4875968
E01002891,Kensington and Chelsea 010D,4727188,4000909,3352083,3604231,4,3921102.75
E01002892,Kensington and Chelsea 010E,1712170,1760882,1603056,1452145,4,1632063.25
E01002893,Kensington and Chelsea 017C,841700,899263,849925,942094,4,883245.5
E01002894,Kensington and Chelsea 017D,1417063,1407533,1615615,1464433,4,1476161
E01002895,Kensington and Chelsea 020B,1538571,2150556,2315846,2387214,4,2098046.75
E01002896,Kensington and Chelsea 020C,1952767,2182200,2187775,2052073,4,2093703.75
E01002897,Kensington and Chelsea 020D,1075962,895806,1027591,1025368,4,1006181.75
E01002898,Kensington and Chelsea 017E,2222812,2096238,2076829,2218865,4,2153686
E01002899,Kensington and Chelsea 018A,713417,1136801,1524934,1483800,4,1214738
E01002900,Kensington and Chelsea 018B,1777105,2188043,2487400,2438896,4,2222861
E01002901,Kensington and Chelsea 018C,1173520,1940086,1917229,2140083,4,1792729.5
E01002902,Kensington and Chelsea 018D,1732221,2064565,2043724,1987242,4,1956938
E01002903,Kensington and Chelsea 018E,2878417,3019894,3395669,3565072,4,3214763
E01002904,Kensington and Chelsea 002A,,,,,4,0
E01002905,Kensington and Chelsea 002B,609104,1209477,1790708,,4,902322.25
E01002906,Kensington and Chelsea 002C,672458,692042,770250,768143,4,725723.25
E01002907,Kensington and Chelsea 002D,,,,,4,0
E01002908,Kensington and Chelsea 003D,1881364,1520500,1531250,1352500,4,1571403.5
E01002909,Kensington and Chelsea 003E,1239853,1262639,1000469,974169,4,1119282.5
E01002910,Kensington and Chelsea 019C,3193663,3894963,3918353,3715867,4,3680711.5
E01002911,Kensington and Chelsea 019D,1368625,1696731,1958750,1927188,4,1737823.5
E01002912,Kensington and Chelsea 020E,1799188,1440125,1553467,1269235,4,1515503.75
E01002913,Kensington and Chelsea 021E,1456130,1531219,1294857,1189278,4,1367871
E01002914,Kensington and Chelsea 019E,2418026,2799905,2817018,2758305,4,2698313.5
E01002915,Kingston upon Thames 014A,483111,494227,504192,530821,4,503087.75
E01002916,Kingston upon Thames 014B,589750,578932,605117,598636,4,593108.75
E01002917,Kingston upon Thames 014C,615083,605429,639563,641153,4,625307
E01002918,Kingston upon Thames 017A,389000,387467,383250,394433,4,388537.5
E01002919,Kingston upon Thames 017B,363929,381083,376500,375167,4,374169.75
E01002920,Kingston upon Thames 014D,601438,614214,639891,636500,4,623010.75
E01002921,Kingston upon Thames 011A,416991,473421,458280,455462,0,#DIV/0!
E01002922,Kingston upon Thames 010A,619707,650051,633076,692497,4,648832.75
E01002923,Kingston upon Thames 013A,370303,385621,416100,414403,4,396606.75
E01002924,Kingston upon Thames 014E,749244,736847,811676,837458,4,783806.25
E01002925,Kingston upon Thames 013B,453253,459208,412710,417433,4,435651
E01002926,Kingston upon Thames 010B,614615,633167,670750,688128,4,651665
E01002927,Kingston upon Thames 008A,512053,485706,464300,471111,4,483292.5
E01002928,Kingston upon Thames 008B,385657,374841,400107,446353,4,401739.5
E01002929,Kingston upon Thames 007A,800781,745553,824825,838921,4,802520
E01002930,Kingston upon Thames 007B,519119,538876,531906,535955,4,531464
E01002931,Kingston upon Thames 007C,677570,674096,663208,636523,4,662849.25
E01002932,Kingston upon Thames 006A,381756,334971,356000,376111,4,362209.5
E01002933,Kingston upon Thames 004A,562801,579173,620801,687503,4,612569.5
E01002934,Kingston upon Thames 004B,906558,873521,866411,894167,4,885164.25
E01002935,Kingston upon Thames 003A,496932,550850,531613,544285,4,530920
E01002937,Kingston upon Thames 004D,724183,725671,740708,693652,4,721053.5
E01002938,Kingston upon Thames 003B,742252,701883,665788,655923,4,691461.5
E01002939,Kingston upon Thames 018A,389227,402026,416678,402723,4,402663.5
E01002940,Kingston upon Thames 020A,406033,394333,395765,387372,4,395875.75
E01002941,Kingston upon Thames 018B,378147,386961,429646,435621,4,407593.75
E01002942,Kingston upon Thames 018C,454531,452067,450188,449107,4,451473.25
E01002943,Kingston upon Thames 020B,400386,398386,393483,421503,4,403439.5
E01002944,Kingston upon Thames 019A,357953,370565,370190,368998,4,366926.5
E01002945,Kingston upon Thames 019B,364882,358737,356624,361164,4,360351.75
E01002946,Kingston upon Thames 019C,381807,391625,399873,401911,4,393804
E01002947,Kingston upon Thames 019D,398508,396500,421605,425967,4,410645
E01002948,Kingston upon Thames 020C,450783,451118,439809,434462,4,444043
E01002949,Kingston upon Thames 020D,444030,472064,473263,452977,0,#DIV/0!
E01002950,Kingston upon Thames 020E,299692,305853,316375,323444,1,1245364
E01002951,Kingston upon Thames 003C,629904,743250,756000,725059,3,951404.3333
E01002952,Kingston upon Thames 002A,1849606,1766490,1874135,2040791,4,1882755.5
E01002953,Kingston upon Thames 002B,1529700,1473917,1398615,1473846,2,2938039
E01002954,Kingston upon Thames 003D,444340,411472,434270,459208,3,583096.6667
E01002955,Kingston upon Thames 002C,757818,599462,591182,812800,4,690315.5
E01002956,Kingston upon Thames 002D,918273,1195293,1215700,1262250,4,1147879
E01002957,Kingston upon Thames 003E,602475,563693,503085,334775,3,668009.3333
E01002958,Kingston upon Thames 008C,562158,603905,585684,613977,4,591431
E01002959,Kingston upon Thames 002E,1468261,1425545,1371125,1373353,4,1409571
E01002960,Kingston upon Thames 006B,707094,718618,703412,708883,4,709501.75
E01002961,Kingston upon Thames 008D,786816,809625,894605,896408,4,846863.5
E01002962,Kingston upon Thames 006C,541421,539158,507571,,4,397037.5
E01002963,Kingston upon Thames 007D,515390,530491,601647,586523,4,558512.75
E01002964,Kingston upon Thames 005A,467999,486351,480160,490483,4,481248.25
E01002965,Kingston upon Thames 009A,612191,591082,610630,604739,4,604660.5
E01002966,Kingston upon Thames 010C,548254,551835,547623,562588,4,552575
E01002967,Kingston upon Thames 009B,504273,474301,577013,551965,4,526888
E01002968,Kingston upon Thames 009C,448891,461659,496942,535899,4,485847.75
E01002969,Kingston upon Thames 005B,231600,268800,,,4,125100
E01002970,Kingston upon Thames 006D,437280,419472,426915,458322,4,435497.25
E01002971,Kingston upon Thames 005C,457118,456925,475994,511626,4,475415.75
E01002972,Kingston upon Thames 005D,427780,437567,430856,450042,4,436561.25
E01002973,Kingston upon Thames 006E,428750,416500,453375,465286,4,440977.75
E01002974,Kingston upon Thames 005E,628236,635307,699474,655211,4,654557
E01002975,Kingston upon Thames 012A,616545,572444,594889,558818,4,585674
E01002976,Kingston upon Thames 015A,448571,439208,458789,492979,4,459886.75
E01002977,Kingston upon Thames 012B,387038,367650,379681,472606,4,401743.75
E01002978,Kingston upon Thames 015B,567587,485527,481676,471298,4,501522
E01002979,Kingston upon Thames 015C,505147,499188,585615,556530,4,536620
E01002980,Kingston upon Thames 012C,593409,544250,529750,539000,4,551602.25
E01002981,Kingston upon Thames 012D,605857,,506071,524063,4,408997.75
E01002982,Kingston upon Thames 015D,553508,596645,620450,593700,4,591075.75
E01002983,Kingston upon Thames 015E,668999,651958,651892,636719,4,652392
E01002984,Kingston upon Thames 012E,553800,642300,659818,711167,4,641771.25
E01002985,Kingston upon Thames 007E,464208,450674,487458,514700,4,479260
E01002986,Kingston upon Thames 008E,674586,603045,529643,594643,4,600479.25
E01002987,Kingston upon Thames 011B,412778,391660,408044,378339,4,397705.25
E01002988,Kingston upon Thames 011C,541861,566500,496548,599203,4,551028
E01002989,Kingston upon Thames 011D,596266,524410,561427,597744,4,569961.75
E01002990,Kingston upon Thames 009D,489399,489901,445768,469288,4,473589
E01002991,Kingston upon Thames 009E,699136,749300,666214,596985,4,677908.75
E01002992,Kingston upon Thames 010D,595368,537698,530795,520673,4,546133.5
E01002993,Kingston upon Thames 013C,475613,429842,391085,410050,4,426647.5
E01002994,Kingston upon Thames 016A,726848,701824,781412,782656,4,748185
E01002995,Kingston upon Thames 013D,600729,762398,831895,797675,4,748174.25
E01002996,Kingston upon Thames 016B,465451,527909,576412,548548,4,529580
E01002997,Kingston upon Thames 016C,596473,569263,548984,558757,4,568369.25
E01002998,Kingston upon Thames 016D,494844,488889,459500,441632,4,471216.25
E01002999,Kingston upon Thames 013E,365526,377058,374958,378835,4,374094.25
E01003000,Kingston upon Thames 017C,429045,443969,448667,451342,4,443255.75
E01003001,Kingston upon Thames 017D,471787,470461,465461,469985,4,469423.5
E01003002,Kingston upon Thames 016E,458323,452475,454231,445447,3,603492
E01003003,Kingston upon Thames 017E,410862,434757,449615,450600,4,436458.5
E01003004,Kingston upon Thames 018D,457794,480265,472594,483061,4,473428.5
E01003005,Kingston upon Thames 018E,380530,398410,429042,416583,4,406141.25
E01003006,Kingston upon Thames 001A,750093,735085,723371,641722,4,712567.75
E01003007,Kingston upon Thames 001B,743859,733621,789711,796400,4,765897.75
E01003008,Kingston upon Thames 001C,784172,782617,745864,648644,4,740324.25
E01003009,Kingston upon Thames 001D,760960,814780,862864,733096,4,792925
E01003010,Kingston upon Thames 001E,972692,840161,865541,864487,4,885720.25
E01003011,Kingston upon Thames 004E,900603,908084,973273,925818,4,926944.5
E01033568,Kingston upon Thames 004F,505414,503752,507056,517895,4,508529.25
E01033569,Kingston upon Thames 004G,495407,527686,492002,486364,4,500364.75
E01003013,Lambeth 036A,659595,593354,613167,765687,4,657950.75
E01003014,Lambeth 036B,718200,717045,606563,651136,2,1346472
E01003015,Lambeth 002A,358238,321404,332623,332543,4,336202
E01003016,Lambeth 036C,1144375,1222778,893429,937571,4,1049538.25
E01003017,Lambeth 036D,,,,,4,0
E01003018,Lambeth 020A,551248,523783,568011,589188,4,558057.5
E01003019,Lambeth 015A,617666,676448,775674,755496,4,706321
E01003020,Lambeth 016A,697979,783444,749920,690468,4,730452.75
E01003021,Lambeth 021A,493150,479464,485875,486667,4,486289
E01003022,Lambeth 021B,565616,586033,520426,552633,4,556177
E01003023,Lambeth 021C,483594,473417,456525,476072,4,472402
E01003024,Lambeth 021D,364694,373864,361074,367239,2,733435.5
E01003025,Lambeth 021E,487359,531729,557829,479023,4,513985
E01003026,Lambeth 019A,989382,1005095,957947,949435,4,975464.75
E01003027,Lambeth 019B,1175526,1271083,1151214,1251000,4,1212205.75
E01003028,Lambeth 019C,742463,784019,891421,953849,0,#DIV/0!
E01003029,Lambeth 017A,648362,638245,668563,700626,4,663949
E01003030,Lambeth 019D,881281,925656,778214,723292,4,827110.75
E01003031,Lambeth 023A,613138,572656,552885,687688,3,808789
E01003032,Lambeth 017B,662848,740758,759763,889751,4,763280
E01003033,Lambeth 019E,1114350,1084385,1003458,974864,4,1044264.25
E01003034,Lambeth 012A,487404,493089,720679,677873,4,594761.25
E01003035,Lambeth 012B,652200,667750,619643,692029,4,657905.5
E01003036,Lambeth 012C,717928,671299,629928,738675,4,689457.5
E01003037,Lambeth 013A,588025,611700,492833,466563,4,539780.25
E01003038,Lambeth 013B,1063158,1086133,1084021,907355,4,1035166.75
E01003039,Lambeth 013C,804950,858609,789220,805852,4,814657.75
E01003040,Lambeth 013D,905714,745167,777115,602821,4,757704.25
E01003041,Lambeth 017C,600955,598929,545330,478538,4,555938
E01003042,Lambeth 013E,958077,986944,996579,992308,4,983477
E01003043,Lambeth 018A,873177,853792,808847,787543,4,830839.75
E01003044,Lambeth 018B,,,,,4,0
E01003045,Lambeth 011A,402000,,,,4,100500
E01003046,Lambeth 009A,302083,,356000,401000,4,264770.75
E01003047,Lambeth 011B,584333,541182,453682,441708,4,505226.25
E01003048,Lambeth 009B,,,409000,439000,4,212000
E01003049,Lambeth 011C,455953,452442,394156,,4,325637.75
E01003050,Lambeth 016B,637205,680832,657693,616661,4,648097.75
E01003051,Lambeth 018C,565727,534550,524027,488378,4,528170.5
E01003052,Lambeth 016C,565167,574500,578300,,4,429491.75
E01003053,Lambeth 015B,559817,643731,637563,642826,4,620984.25
E01003054,Lambeth 015C,518478,529153,579081,586109,4,553205.25
E01003055,Lambeth 016D,530892,554474,615952,570750,4,568017
E01003056,Lambeth 015D,601207,637222,624034,612867,4,618832.5
E01003057,Lambeth 017D,558413,555592,483468,468323,4,516449
E01003058,Lambeth 015E,679010,638180,670707,657367,4,661316
E01003059,Lambeth 011D,548317,418291,402964,357357,4,431732.25
E01003060,Lambeth 011E,401938,361500,402417,410900,4,394188.75
E01003061,Lambeth 011F,470992,525645,613064,662786,4,568121.75
