Code,Area,Year ending Mar 2017,Year ending Jun 2017,Year ending Sep 2017,Year ending Dec 2017,count,avg2017
E01000001,City of London 001A,1130200,1122411,1164048,1204928,4,1155396.75
E01000002,City of London 001B,935484,1037742,994818,991549,4,989898.25
E01000003,City of London 001C,765501,888184,890807,913007,4,864374.75
E01000005,City of London 001E,615000,593333,,,2,604166.5
E01032739,City of London 001F,903033,714219,732375,713365,4,765748
E01032740,City of London 001G,1036792,1115750,1074834,949603,4,1044244.75
E01000006,Barking and Dagenham 016A,379194,362676,346143,354300,4,360578.25
E01000007,Barking and Dagenham 015A,226786,229133,241698,230380,4,231999.25
E01000008,Barking and Dagenham 015B,180132,189915,207053,214617,4,197929.25
E01000009,Barking and Dagenham 016B,260625,279064,301078,310100,4,287716.75
E01000010,Barking and Dagenham 015C,226081,228359,225253,228213,4,226976.5
E01000011,Barking and Dagenham 016C,305750,328188,353327,371056,4,339580.25
E01000012,Barking and Dagenham 015D,235075,231938,228500,224656,4,230042.25
E01000013,Barking and Dagenham 013A,290868,288467,303692,299462,4,295622.25
E01000014,Barking and Dagenham 013B,312079,313385,293682,272750,4,297974
E01000015,Barking and Dagenham 009A,238766,229057,244926,252414,4,241290.75
E01000016,Barking and Dagenham 009B,297188,298156,298393,300538,4,298568.75
E01000017,Barking and Dagenham 009C,293889,295875,288200,290441,4,292101.25
E01000018,Barking and Dagenham 009D,287259,298583,319750,319923,4,306378.75
E01000019,Barking and Dagenham 023A,306250,305786,297125,314364,4,305881.25
E01000020,Barking and Dagenham 023B,307760,308792,296333,315031,4,306979
E01000021,Barking and Dagenham 008A,283706,293038,292433,289324,4,289625.25
E01000022,Barking and Dagenham 008B,337625,329100,307385,305077,4,319796.75
E01000023,Barking and Dagenham 008C,276478,265282,265773,268419,4,268988
E01000024,Barking and Dagenham 008D,315000,313227,314625,316591,4,314860.75
E01000025,Barking and Dagenham 008E,302142,290977,296011,288444,4,294393.5
E01000027,Barking and Dagenham 001A,286300,286219,275400,279821,4,281935
E01000028,Barking and Dagenham 001B,282200,290111,297595,276106,3,382004
E01000029,Barking and Dagenham 001C,266354,295236,312774,305985,4,295087.25
E01000030,Barking and Dagenham 001D,273077,295050,303100,,4,217806.75
E01000031,Barking and Dagenham 002A,313739,336823,358159,390937,4,349914.5
E01000032,Barking and Dagenham 002B,246900,264572,307927,276185,4,273896
E01000033,Barking and Dagenham 006A,315450,329588,325571,325500,4,324027.25
E01000034,Barking and Dagenham 003A,355500,337600,324400,314000,4,332875
E01000035,Barking and Dagenham 010A,312868,293239,291978,293474,4,297889.75
E01000036,Barking and Dagenham 010B,299385,301385,321083,331500,4,313338.25
E01000037,Barking and Dagenham 003B,360104,339614,347722,360000,4,351860
E01000038,Barking and Dagenham 003C,345273,358300,365324,345375,4,353568
E01000039,Barking and Dagenham 003D,308407,301767,311114,316621,4,309477.25
E01000040,Barking and Dagenham 019A,282583,285675,275840,271725,4,278955.75
E01000041,Barking and Dagenham 017A,277318,304923,315692,318318,4,304062.75
E01000042,Barking and Dagenham 017B,396795,423478,410570,390750,4,405398.25
E01000043,Barking and Dagenham 019B,279246,278095,325125,367455,4,312480.25
E01000044,Barking and Dagenham 016D,290817,284333,307944,293614,4,294177
E01000045,Barking and Dagenham 017C,275667,333107,334233,325552,0,#DIV/0!
E01000046,Barking and Dagenham 017D,301658,308433,298478,286407,4,298744
E01000048,Barking and Dagenham 021B,,,,,4,0
E01000049,Barking and Dagenham 021C,265583,302167,309600,288143,0,#DIV/0!
E01000050,Barking and Dagenham 019C,286919,275208,284467,282315,4,282227.25
E01000051,Barking and Dagenham 021D,,,,,4,0
E01000052,Barking and Dagenham 019D,298550,311501,310168,309305,4,307381
E01000053,Barking and Dagenham 020A,246010,243545,238708,237722,4,241496.25
E01000054,Barking and Dagenham 018A,296675,295278,290237,282944,3,388378
E01000055,Barking and Dagenham 018B,293619,289347,282909,293292,4,289791.75
E01000056,Barking and Dagenham 018C,301499,,327400,301625,4,232631
E01000057,Barking and Dagenham 012A,255725,293875,278080,287664,4,278836
E01000058,Barking and Dagenham 018D,296947,291500,296340,295357,4,295036
E01000059,Barking and Dagenham 013C,310885,298882,287750,289964,2,593740.5
E01000060,Barking and Dagenham 006B,285538,267813,280794,289229,4,280843.5
E01000061,Barking and Dagenham 006C,,,212167,212167,4,106083.5
E01000062,Barking and Dagenham 006D,297614,298478,317102,322635,4,308957.25
E01000063,Barking and Dagenham 004A,290932,299810,300306,299275,4,297580.75
E01000064,Barking and Dagenham 006E,268000,264029,277029,296029,4,276271.75
E01000065,Barking and Dagenham 007A,279525,283447,287344,289167,4,284870.75
E01000066,Barking and Dagenham 011A,337714,318632,282929,305857,4,311283
E01000067,Barking and Dagenham 011B,390747,429148,445934,448733,4,428640.5
E01000068,Barking and Dagenham 016E,427600,439656,429325,431521,4,432025.5
E01000069,Barking and Dagenham 011C,464850,464294,471450,464194,4,466197
E01000070,Barking and Dagenham 011D,476600,459125,432000,404176,4,442975.25
E01000071,Barking and Dagenham 011E,424800,422187,412250,400024,4,414815.25
E01000072,Barking and Dagenham 017E,271850,281679,283663,285958,4,280787.5
E01000073,Barking and Dagenham 012B,287024,292740,300333,301133,4,295307.5
E01000074,Barking and Dagenham 012C,305273,308667,311300,312250,4,309372.5
E01000075,Barking and Dagenham 012D,334647,343471,324250,324844,4,331803
E01000076,Barking and Dagenham 012E,275667,289786,293923,297538,4,289228.5
E01000077,Barking and Dagenham 008F,296406,300321,291091,281944,4,292440.5
E01000078,Barking and Dagenham 007B,281682,286864,275955,272351,4,279213
E01000079,Barking and Dagenham 009E,295125,305231,317111,314775,4,308060.5
E01000080,Barking and Dagenham 007C,277319,269929,257160,243327,4,261933.75
E01000081,Barking and Dagenham 007D,285308,272857,282083,294031,4,283569.75
E01000082,Barking and Dagenham 007E,249009,265073,282975,287580,4,271159.25
E01000083,Barking and Dagenham 007F,287730,302273,307333,308321,4,301414.25
E01000084,Barking and Dagenham 013D,293756,292150,298345,303200,4,296862.75
E01000085,Barking and Dagenham 013E,274347,273578,265203,253655,4,266695.75
E01000086,Barking and Dagenham 013F,283286,284000,288444,288200,4,285982.5
E01000087,Barking and Dagenham 020B,297667,305385,309792,306875,4,304929.75
E01000088,Barking and Dagenham 020C,256810,267947,279405,282341,4,271625.75
E01000089,Barking and Dagenham 020D,267167,267260,274367,275552,4,271086.5
E01000090,Barking and Dagenham 020E,293083,309833,307000,301500,4,302854
E01000091,Barking and Dagenham 022A,231083,287950,299389,378300,4,299180.5
E01000092,Barking and Dagenham 019E,277440,288804,289092,291647,4,286745.75
E01000093,Barking and Dagenham 022B,229750,224812,230390,260446,4,236349.5
E01000094,Barking and Dagenham 022C,227867,225235,226450,223556,3,301036
E01000095,Barking and Dagenham 018E,284643,290679,291308,283714,4,287586
E01000096,Barking and Dagenham 022D,273400,,302400,299200,4,218750
E01000097,Barking and Dagenham 023C,307179,306167,315786,320364,4,312374
E01000098,Barking and Dagenham 023D,283124,287464,297316,304119,4,293005.75
E01000099,Barking and Dagenham 023E,286028,304611,301000,302037,4,298419
E01000100,Barking and Dagenham 004B,306694,303515,296139,306889,4,303309.25
E01000101,Barking and Dagenham 004C,290786,295179,285500,281884,4,288337.25
E01000102,Barking and Dagenham 007G,282500,284346,304136,296750,4,291933
E01000103,Barking and Dagenham 014A,284400,293455,287164,276512,4,285382.75
E01000104,Barking and Dagenham 014B,275677,300740,302507,286520,4,291361
E01000105,Barking and Dagenham 014C,255063,256316,250563,239654,4,250399
E01000106,Barking and Dagenham 014D,214475,237000,257000,249881,4,239589
E01000107,Barking and Dagenham 010C,315619,322091,325750,329231,4,323172.75
E01000108,Barking and Dagenham 010D,277413,289841,285881,289475,4,285652.5
E01000109,Barking and Dagenham 004D,356839,369235,359737,351640,4,359362.75
E01000110,Barking and Dagenham 002C,373825,387429,390405,396789,4,387112
E01000111,Barking and Dagenham 002D,295562,295447,290848,284823,4,291670
E01000112,Barking and Dagenham 002E,282864,274413,284406,305292,4,286743.75
E01000113,Barking and Dagenham 002F,318094,307432,313609,329926,4,317265.25
E01000114,Barking and Dagenham 004E,266514,270409,286942,306575,4,282610
E01032580,Barking and Dagenham 023F,287069,286059,280302,279157,4,283146.75
E01033587,Barking and Dagenham 021E,234658,239833,232300,235100,4,235472.75
E01033588,Barking and Dagenham 021F,196958,203923,198167,205208,4,201064
E01000115,Barnet 009A,843372,863797,846413,872700,3,1142094
E01000116,Barnet 009B,597164,580797,599148,610423,2,1193766
E01000117,Barnet 010A,496934,506384,540725,540273,4,521079
E01000118,Barnet 010B,484381,465333,455422,461197,4,466583.25
E01000119,Barnet 009C,658333,642000,632500,652268,4,646275.25
E01000120,Barnet 009D,753600,,741429,671200,4,541557.25
E01000121,Barnet 010C,,,504809,550149,4,263739.5
E01000122,Barnet 009E,653036,643750,638333,654750,4,647467.25
E01000123,Barnet 010D,466818,461205,436444,490630,4,463774.25
E01000124,Barnet 010E,441524,410733,405350,416292,4,418474.75
E01000125,Barnet 024A,327260,319575,331500,357639,4,333993.5
E01000126,Barnet 026A,355283,332667,328484,328904,4,336334.5
E01000127,Barnet 024B,352620,341350,342429,354186,4,347646.25
E01000128,Barnet 024C,382462,373357,378643,368700,4,375790.5
E01000129,Barnet 024D,249556,249556,255667,303000,4,264444.75
E01000130,Barnet 021A,332444,329750,370167,383846,4,354051.75
E01000131,Barnet 024E,404976,408395,460283,482050,4,438926
E01000132,Barnet 021B,355286,367531,360876,355299,4,359748
E01000133,Barnet 021C,367821,374063,366841,366833,4,368889.5
E01000134,Barnet 024F,344000,390857,380125,370058,4,371260
E01000135,Barnet 038A,1048595,994219,917140,906697,4,966662.75
E01000136,Barnet 038B,1247875,1983900,2073222,2665111,4,1992527
E01000137,Barnet 041A,495429,530727,679300,662292,4,591937
E01000138,Barnet 040A,624929,642692,559833,677538,2,1252496
E01000139,Barnet 041B,882167,1227167,1206375,1070250,4,1096489.75
E01000140,Barnet 041C,722858,771411,727459,760120,4,745462
E01000141,Barnet 039A,550600,493695,479435,468617,4,498086.75
E01000142,Barnet 040B,419571,427729,433977,406973,3,562750
E01000143,Barnet 041D,,743400,,680800,4,356050
E01000144,Barnet 038C,1131111,861667,902727,943000,4,959626.25
E01000145,Barnet 037A,1180833,1255833,1350714,1364214,0,#DIV/0!
E01000146,Barnet 038D,952700,1110488,1049050,1137918,4,1062539
E01000147,Barnet 030A,500590,,602000,571000,4,418397.5
E01000148,Barnet 030B,376989,350981,291438,272911,4,323079.75
E01000150,Barnet 036A,335714,321633,336714,380600,4,343665.25
E01000151,Barnet 026B,,,,,4,0
E01000152,Barnet 026C,461113,420627,403794,417188,4,425680.5
E01000153,Barnet 026D,344708,340821,351167,348571,4,346316.75
E01000154,Barnet 026E,332607,344156,331375,331375,4,334878.25
E01000155,Barnet 030D,354357,356373,371454,385304,4,366872
E01000156,Barnet 022A,704850,650040,629429,557389,4,635427
E01000157,Barnet 022B,462300,496205,515398,534980,4,502220.75
E01000158,Barnet 015A,548292,571208,545092,483243,4,536958.75
E01000159,Barnet 015B,572167,606667,554900,552583,4,571579.25
E01000160,Barnet 015C,482780,503540,544050,552870,4,520810
E01000161,Barnet 015D,533906,534273,546525,553917,4,542155.25
E01000162,Barnet 015E,572250,549154,501042,514231,4,534169.25
E01000163,Barnet 022C,359882,367440,385500,366952,4,369943.5
E01000164,Barnet 022D,478688,463167,417875,349969,4,427424.75
E01000165,Barnet 022E,520154,514474,521938,500267,4,514208.25
E01000166,Barnet 003A,549900,475513,480729,534347,4,510122.25
E01000167,Barnet 002A,386077,397923,443000,467833,4,423708.25
E01000168,Barnet 003B,712500,722917,708167,684731,4,707078.75
E01000169,Barnet 003C,448636,436932,474447,496184,4,464049.75
E01000170,Barnet 006A,497000,504857,531281,500304,4,508360.5
E01000171,Barnet 006B,423200,356787,339076,330172,4,362308.75
E01000172,Barnet 003D,627133,593909,614430,634909,4,617595.25
E01000173,Barnet 006C,509158,543971,562286,560929,4,544086
E01000174,Barnet 006D,414115,414424,418625,428588,4,418938
E01000175,Barnet 006E,550504,548094,590888,607242,4,574182
E01000176,Barnet 027A,499738,346580,450062,491208,4,446897
E01000177,Barnet 029A,559712,544978,619133,633435,4,589314.5
E01000178,Barnet 027B,638292,599250,660682,713667,4,652972.75
E01000179,Barnet 029B,480730,477373,522774,551736,4,508153.25
E01000180,Barnet 029C,545250,617929,647886,661659,4,618181
E01000181,Barnet 029D,882634,927000,846773,1041161,4,924392
E01000182,Barnet 029E,834466,817250,905562,689125,4,811600.75
E01000183,Barnet 033A,750288,834716,732541,834471,4,788004
E01000184,Barnet 027C,364993,408493,408838,365673,4,386999.25
E01000185,Barnet 029F,376328,400869,417365,417741,4,403075.75
E01000186,Barnet 014A,763500,737778,760455,799250,4,765245.75
E01000187,Barnet 014B,636409,671591,626875,630556,4,641357.75
E01000188,Barnet 014C,799375,787056,768650,889000,4,811020.25
E01000189,Barnet 014D,386832,569000,570393,571682,2,1048953.5
E01000190,Barnet 014E,673286,689000,640222,658083,4,665147.75
E01000191,Barnet 014F,644993,623431,569745,543409,4,595394.5
E01000192,Barnet 018A,575538,577780,593615,591000,4,584483.25
E01000193,Barnet 018B,394325,547104,654386,599727,4,548885.5
E01000194,Barnet 018C,,,359292,405719,4,191252.75
E01000195,Barnet 013A,291486,285870,322026,326500,4,306470.5
E01000196,Barnet 028A,541890,552594,530174,528330,4,538247
E01000197,Barnet 023A,544938,600065,629786,722692,4,624370.25
E01000198,Barnet 025A,542103,580331,585359,653409,4,590300.5
E01000199,Barnet 025B,734008,794189,833954,905156,4,816826.75
E01000200,Barnet 028B,826622,657498,699458,669288,4,713216.5
E01000201,Barnet 028C,1469808,1519808,1497021,1479361,4,1491499.5
E01000202,Barnet 028D,895313,1008438,1096071,1030000,4,1007455.5
E01000203,Barnet 028E,672300,661954,747038,773823,4,713778.75
E01000204,Barnet 025C,696500,723286,739882,961045,4,780178.25
E01000205,Barnet 035A,754219,751912,816354,835000,4,789371.25
E01000206,Barnet 033B,5097500,6586372,6360882,7289025,4,6333444.75
E01000207,Barnet 033C,1608906,1765969,1826793,1719067,4,1730183.75
E01000208,Barnet 033D,1344357,1442413,1477263,1480310,4,1436085.75
E01000209,Barnet 035B,1130922,1105697,1120582,1084812,4,1110503.25
E01000210,Barnet 033E,869916,678839,643984,821421,4,753540
E01000211,Barnet 035C,499004,518096,564130,577580,4,539702.5
E01000212,Barnet 035D,1098250,1165111,1482857,1343250,4,1272367
E01000213,Barnet 033F,2378833,2304889,2324679,2432625,4,2360256.5
E01000214,Barnet 038E,747643,773647,813023,835361,4,792418.5
E01000215,Barnet 037B,737464,738179,772188,754214,4,750511.25
E01000216,Barnet 035E,895661,894595,910508,914133,3,1204965.667
E01000217,Barnet 035F,1297182,1266462,1208889,1025417,4,1199487.5
E01000218,Barnet 037C,947778,825538,825167,881308,3,1159930.333
E01000219,Barnet 037D,627000,651250,659286,649286,4,646705.5
E01000220,Barnet 037E,1006429,967143,1105360,1135300,4,1053558
E01000221,Barnet 039B,,503700,457250,522917,3,494622.3333
E01000222,Barnet 040C,488636,476963,494455,599667,4,514930.25
E01000223,Barnet 039C,,464167,461429,462625,4,347055.25
E01000224,Barnet 040D,547875,546625,529727,551500,4,543931.75
E01000225,Barnet 037F,1108040,1200000,1221500,1091667,4,1155301.75
E01000226,Barnet 018D,,371643,375250,403600,4,287623.25
E01000227,Barnet 018E,516986,531740,580867,597056,4,556662.25
E01000228,Barnet 007A,1031586,1080818,1107177,1434875,4,1163614
E01000229,Barnet 013B,411600,400333,369778,381875,4,390896.5
E01000230,Barnet 013C,588639,664132,681800,689190,4,655940.25
E01000231,Barnet 013D,410527,373304,425814,403958,4,403400.75
E01000232,Barnet 013E,527108,573495,593958,639227,4,583447
E01000233,Barnet 013F,592540,605554,596926,592952,4,596993
E01000234,Barnet 021D,585681,589732,602841,634955,4,603302.25
E01000235,Barnet 021E,494500,480923,526167,526167,4,506939.25
E01000236,Barnet 034A,638589,777672,746481,802895,4,741409.25
E01000237,Barnet 032A,757014,831577,774423,792455,4,788867.25
E01000238,Barnet 034B,605123,619226,598625,609375,4,608087.25
E01000239,Barnet 031A,415430,413782,397615,388464,4,403822.75
E01000240,Barnet 031B,483500,532917,565182,621559,4,550789.5
E01000241,Barnet 031C,663024,683732,527043,653931,4,631932.5
E01000242,Barnet 032B,1107040,1067225,839803,838980,4,963262
E01000243,Barnet 032C,469172,462434,483048,457071,4,467931.25
E01000244,Barnet 032D,568627,590553,607371,583600,4,587537.75
E01000245,Barnet 032E,707467,743238,495250,472200,4,604538.75
E01000246,Barnet 002B,614250,626395,580571,623160,4,611094
E01000247,Barnet 002C,531494,515144,472012,460575,4,494806.25
E01000248,Barnet 001A,484218,517788,527041,575757,4,526201
E01000249,Barnet 001B,673367,629643,644000,684575,4,657896.25
E01000250,Barnet 001C,462352,477904,438365,438830,4,454362.75
E01000251,Barnet 002D,376515,400822,406903,375281,4,389880.25
E01000252,Barnet 002E,547728,542027,509083,447279,4,511529.25
E01000253,Barnet 007B,1236389,937031,934839,952188,4,1015111.75
E01000254,Barnet 001D,798866,756821,1002604,1061192,4,904870.75
E01000255,Barnet 017A,1015227,1070150,1408458,909926,4,1100940.25
E01000256,Barnet 016A,681794,693016,748577,748386,4,717943.25
E01000257,Barnet 017B,506716,489855,499630,498183,4,498596
E01000258,Barnet 016B,1104698,781735,776139,855029,4,879400.25
E01000259,Barnet 025D,542907,507128,506500,515466,4,518000.25
E01000260,Barnet 025E,502107,497813,471837,482113,4,488467.5
E01000261,Barnet 017C,941083,836612,873582,777939,4,857304
E01000262,Barnet 017D,623481,621296,672188,710991,4,656989
E01000263,Barnet 016C,1058462,1408235,1702167,1788178,4,1489260.5
E01000264,Barnet 016D,792727,841330,893247,981879,4,877295.75
E01000265,Barnet 011A,415650,425889,462967,467385,4,442972.75
E01000266,Barnet 011B,926060,893410,830389,881433,4,882823
E01000267,Barnet 005A,543071,525250,567600,561714,4,549408.75
E01000268,Barnet 005B,352000,399879,422136,549763,4,430944.5
E01000269,Barnet 005C,735538,763417,626984,610581,4,684130
E01000270,Barnet 005D,590200,560153,589996,529282,4,567407.75
E01000271,Barnet 008A,599553,582331,643211,719615,4,636177.5
E01000272,Barnet 008B,1204128,1181805,1186728,1145602,4,1179565.75
E01000273,Barnet 008C,839357,674107,726750,736526,3,992246.6667
E01000274,Barnet 011C,516295,485600,426785,406400,4,458770
E01000275,Barnet 012A,538100,579333,578438,651136,4,586751.75
E01000276,Barnet 020A,865000,861875,883333,882286,4,873123.5
E01000277,Barnet 012B,622405,610432,601761,584688,4,604821.5
E01000278,Barnet 020B,837000,,875000,899231,4,652807.75
E01000279,Barnet 007C,1801169,2056106,2255453,2212806,4,2081383.5
E01000280,Barnet 007D,1296455,1365077,1428727,1203154,4,1323353.25
E01000281,Barnet 008D,476300,487391,495684,495260,4,488658.75
E01000282,Barnet 008E,520409,528293,526198,545489,4,530097.25
E01000283,Barnet 012C,1085375,1130375,1010273,1020056,4,1061519.75
E01000284,Barnet 012D,455361,507833,561913,549193,4,518575
E01000285,Barnet 004A,496697,478913,423500,438469,4,459394.75
E01000286,Barnet 007E,439035,421954,407333,399786,3,556036
E01000287,Barnet 004B,468563,446773,450154,447909,4,453349.75
E01000288,Barnet 004C,565407,566982,541048,541875,4,553828
E01000289,Barnet 004D,472153,475806,477234,462940,4,472033.25
E01000290,Barnet 007F,886267,762531,789292,775893,4,803495.75
E01000291,Barnet 004E,425729,487571,,409333,4,330658.25
E01000292,Barnet 001E,422295,415227,407354,382497,4,406843.25
E01000293,Barnet 001F,652406,624858,599453,592682,4,617349.75
E01000294,Barnet 004F,512933,536288,494717,532013,4,518987.75
E01000295,Barnet 023B,891250,964648,911466,892511,4,914968.75
E01000296,Barnet 023C,553941,538117,573581,601713,4,566838
E01000297,Barnet 027D,505764,532847,493212,461214,4,498259.25
E01000298,Barnet 023D,617536,623594,632462,573700,4,611823
E01000299,Barnet 019A,388655,387337,441934,435719,4,413411.25
E01000300,Barnet 019B,648083,605056,583500,546968,4,595901.75
E01000301,Barnet 020C,733653,755863,720571,743577,4,738416
E01000302,Barnet 019C,463067,447509,414802,427042,1,1752420
E01000303,Barnet 020D,701542,683900,725905,713688,4,706258.75
E01000304,Barnet 020E,570630,571833,572733,593536,4,577183
E01000305,Barnet 036B,422450,418200,371583,381563,4,398449
E01000306,Barnet 036C,469167,476654,483577,480643,4,477510.25
E01000307,Barnet 039D,,,,506500,4,126625
E01000308,Barnet 036D,489039,495408,477098,455389,4,479233.5
E01000309,Barnet 031D,760800,764222,761625,795385,4,770508
E01000310,Barnet 034C,642147,663656,574692,610917,4,622853
E01000311,Barnet 034D,884111,989286,957300,923700,4,938599.25
E01000312,Barnet 036E,291231,259417,299115,322496,4,293064.75
E01000313,Barnet 036F,373882,386116,402859,396313,4,389792.5
E01000314,Barnet 032F,397945,576463,597696,796888,4,592248
E01000315,Barnet 022F,496417,497750,511400,496667,4,500558.5
E01000316,Barnet 027E,475094,502026,513571,501810,4,498125.25
E01000317,Barnet 019D,511344,565533,501781,551861,4,532629.75
E01000318,Barnet 019E,613000,594700,632778,675625,4,629025.75
E01000319,Barnet 027F,630813,629938,618625,670821,4,637549.25
E01000320,Barnet 011D,550439,563091,564713,536538,4,553695.25
E01000321,Barnet 012E,725357,665591,646123,518418,4,638872.25
E01000322,Barnet 011E,342417,336596,417442,422135,4,379647.5
E01000323,Barnet 019F,399998,423152,391607,451130,4,416471.75
E01000324,Barnet 015F,587939,607410,572857,610455,4,594665.25
E01033572,Barnet 030E,415951,443595,465670,498562,4,455944.5
E01033573,Barnet 030F,422816,409344,372472,361490,4,391530.5
E01000325,Bexley 014A,403575,389513,420953,444706,4,414686.75
E01000326,Bexley 014B,287759,290931,312135,313516,4,301085.25
E01000327,Bexley 017A,402604,400045,399900,413236,4,403946.25
E01000328,Bexley 017B,378630,376525,389462,390671,4,383822
E01000329,Bexley 017C,326843,328724,322270,328574,4,326602.75
E01000330,Bexley 017D,283405,276328,281059,274956,4,278937
E01000331,Bexley 017E,337750,328289,334647,340750,4,335359
E01000332,Bexley 005A,276286,277800,303429,303000,4,290128.75
E01000333,Bexley 003A,258122,267908,281172,281658,4,272215
E01000334,Bexley 006A,329962,345308,348120,351864,4,343813.5
E01000335,Bexley 003B,243870,247273,245584,245599,4,245581.5
E01000336,Bexley 003C,247613,263969,288270,268670,4,267130.5
E01000337,Bexley 003D,269976,290022,288271,289204,4,284368.25
E01000338,Bexley 003E,264531,269773,283109,274980,4,273098.25
E01000339,Bexley 025A,435000,442917,426821,438500,4,435809.5
E01000340,Bexley 018A,356875,355000,348850,349125,4,352462.5
E01000341,Bexley 022A,338895,341182,357500,370132,4,351927.25
E01000342,Bexley 022B,310196,334037,324190,334166,4,325647.25
E01000343,Bexley 022C,407929,436688,400531,410917,4,414016.25
E01000344,Bexley 025B,396589,403421,439700,445767,4,421369.25
E01000345,Bexley 022D,423750,460540,449408,468361,4,450514.75
E01000346,Bexley 021A,343173,372773,374214,378762,4,367230.5
E01000347,Bexley 021B,321008,328669,333757,342809,4,331560.75
E01000348,Bexley 020A,546719,552361,548900,534850,4,545707.5
E01000349,Bexley 020B,443980,462083,458271,453543,4,454469.25
E01000350,Bexley 021C,421789,428375,456563,504344,4,452767.75
E01000351,Bexley 024A,372231,371346,395429,407639,4,386661.25
E01000352,Bexley 021D,294000,320563,322412,343684,4,320164.75
E01000353,Bexley 011A,479303,472061,486097,483397,4,480214.5
E01000354,Bexley 011B,357737,370969,356971,375033,4,365177.5
E01000355,Bexley 011C,419375,415682,416714,428340,4,420027.75
E01000356,Bexley 009A,426844,424350,434075,439896,4,431291.25
E01000357,Bexley 009B,431150,443930,462767,482776,4,455155.75
E01000358,Bexley 011D,426806,431875,420957,389896,4,417383.5
E01000359,Bexley 009C,356826,365704,402333,411333,4,384049
E01000360,Bexley 015A,306378,323915,363807,370311,4,341102.75
E01000361,Bexley 020C,379000,377000,386281,382633,4,381228.5
E01000362,Bexley 015B,388250,363356,349813,334227,4,358911.5
E01000363,Bexley 020D,413078,426603,491644,498659,4,457496
E01000364,Bexley 023A,370682,397818,405081,402844,4,394106.25
E01000365,Bexley 015C,359022,367731,348574,349379,4,356176.5
E01000366,Bexley 015D,328416,354875,372604,382594,3,479496.3333
E01000367,Bexley 010A,244875,232719,239306,249283,4,241545.75
E01000368,Bexley 010B,277725,278531,297974,298594,4,288206
E01000369,Bexley 014C,340727,344889,333093,310146,4,332213.75
E01000370,Bexley 014D,344214,334900,333923,340464,4,338375.25
E01000371,Bexley 014E,311408,306871,310097,307515,4,308972.75
E01000372,Bexley 010C,350833,344694,350088,346656,4,348067.75
E01000373,Bexley 008A,,267022,268521,270078,4,201405.25
E01000374,Bexley 019A,306667,321126,312548,312126,4,313116.75
E01000375,Bexley 019B,267517,268581,283254,292645,4,277999.25
E01000376,Bexley 019C,289319,313995,313773,316820,4,308476.75
E01000377,Bexley 019D,263043,272952,282579,287237,4,276452.75
E01000378,Bexley 019E,288981,283417,296051,301219,4,292417
E01000379,Bexley 019F,332013,318014,341635,343471,4,333783.25
E01000380,Bexley 010D,222749,228020,217908,231700,4,225094.25
E01000381,Bexley 028A,309117,321649,328616,327291,4,321668.25
E01000382,Bexley 027A,440629,454167,456866,462139,4,453450.25
E01000383,Bexley 028B,432749,436661,437500,438700,4,436402.5
E01000384,Bexley 027B,358157,335154,317433,309454,4,330049.5
E01000385,Bexley 028C,282188,259558,261775,268737,4,268064.5
E01000386,Bexley 028D,274567,261158,253406,249567,4,259674.5
E01000387,Bexley 027C,398025,405192,395876,407806,4,401724.75
E01000388,Bexley 016A,398605,406167,413569,425483,4,410956
E01000389,Bexley 020E,421292,429809,399975,418341,4,417354.25
E01000390,Bexley 020F,445166,480218,505090,513098,4,485893
E01000391,Bexley 021E,368222,362262,360220,362405,4,363277.25
E01000392,Bexley 016B,253182,235173,258602,295639,4,260649
E01000393,Bexley 020G,338711,352238,384264,383221,4,364608.5
E01000394,Bexley 015E,374607,337028,356700,372104,4,360109.75
E01000395,Bexley 018B,480534,470757,475419,490272,4,479245.5
E01000396,Bexley 018C,393932,402104,406625,396603,4,399816
E01000398,Bexley 029A,342733,342786,338000,339967,4,340871.5
E01000399,Bexley 029B,424425,423738,394073,379433,4,405417.25
E01000400,Bexley 029C,321771,337950,342476,359368,4,340391.25
E01000401,Bexley 013A,283171,300421,321713,332352,4,309414.25
E01000402,Bexley 005B,245438,239909,242854,257562,4,246440.75
E01000403,Bexley 004A,265398,277958,273955,247724,4,266258.75
E01000404,Bexley 004B,198864,202807,201780,211844,4,203823.75
E01000405,Bexley 004C,284841,278610,267905,263707,4,273765.75
E01000406,Bexley 005C,267450,278996,272609,278253,4,274327
E01000407,Bexley 005D,302567,292075,285409,300900,4,295237.75
E01000408,Bexley 004D,284611,286100,287136,296118,4,288491.25
E01000409,Bexley 016C,393046,397374,410721,409999,4,402785
E01000410,Bexley 018D,353950,356094,370813,370769,4,362906.5
E01000411,Bexley 016D,373239,379368,367583,373141,4,373332.75
E01000412,Bexley 018E,360231,365832,369399,377447,4,368227.25
E01000413,Bexley 018F,338760,343000,347785,356132,4,346419.25
E01000414,Bexley 016E,275916,296567,313821,322669,4,302243.25
E01000415,Bexley 016F,413063,412429,459111,465714,0,#DIV/0!
E01000416,Bexley 002A,366972,361417,352125,353500,4,358503.5
E01000417,Bexley 006B,312956,330250,372895,394474,4,352643.75
E01000418,Bexley 002B,309128,327978,314309,324048,4,318865.75
E01000419,Bexley 006C,392821,418214,406833,395767,4,403408.75
E01000420,Bexley 006D,392031,385395,382025,372623,4,383018.5
E01000421,Bexley 009D,411417,406559,399656,392395,4,402506.75
